"Listing of the SUBTLEX-GR entries that resulted from the spell-checking process along with their frequency and lexical characteristics." 
"Please refer to the manuscript for a detailed description of the information contained in each column." 
 
 
"ID" "Word" "FREQcount" "CD" "SUBTLEX_WF" "Lg10WF" "SUBTLEX_CD" "Lg10CD" "FREQlow" "FREQupper" "N" "OLD20" "Length" "SUBTLEX_WF_full"
256 "αγαπημένο" 1099 842 47.4499 3.0414 15.2869 2.9258 1057 41 3 2.1 9 39.5876
257 "αγαπημένοι" 102 94 4.4039 2.0128 1.7066 1.9777 88 14 2 2.2 10 3.6742
258 "αγαπημένος" 339 294 14.6365 2.5315 5.3377 2.4698 331 8 4 2.05 10 12.2113
259 "αγαπημένου" 55 55 2.3747 1.7482 0.9985 1.7482 51 4 2 2.25 10 1.9812
260 "αγαπημένους" 115 109 4.9652 2.0645 1.9789 2.0414 115 0 0 2.55 11 4.1425
261 "αγαπημένων" 18 17 0.7772 1.2788 0.3086 1.2553 18 0 0 2.45 10 0.6484
262 "αγάπην" 4 3 0.1727 0.6990 0.0545 0.6021 2 2 2 1.85 6 0.1441
263 "αγάπης" 627 441 27.0711 2.7980 8.0065 2.6454 585 42 5 1.55 6 22.5855
264 "αγάπησα" 339 273 14.6365 2.5315 4.9564 2.4378 317 22 3 1.75 7 12.2113
265 "αγαπήσαμε" 19 19 0.8203 1.3010 0.3450 1.3010 19 0 2 2.25 9 0.6844
266 "αγάπησαν" 30 27 1.2953 1.4914 0.4902 1.4472 25 5 0 1.9 8 1.0806
267 "αγαπήσανε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.2 9 0.0360
268 "αγαπήσατε" 9 9 0.3886 1.0000 0.1634 1.0000 8 1 3 2.1 9 0.3242
269 "αγάπησε" 156 134 6.7354 2.1959 2.4328 2.1303 136 20 4 1.6 7 5.6194
270 "αγαπήσει" 277 227 11.9596 2.4440 4.1213 2.3579 277 0 2 1.85 8 9.9780
271 "αγαπήσεις" 205 163 8.8510 2.3139 2.9593 2.2148 203 2 1 2.35 9 7.3844
272 "αγάπησες" 91 81 3.9290 1.9638 1.4706 1.9138 82 9 2 1.8 8 3.2780
273 "αγαπήσετε" 32 26 1.3816 1.5185 0.4720 1.4314 32 0 1 2.2 9 1.1527
274 "αγαπησιάρα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.45 10 0.0360
275 "αγαπησιάρη" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.45 10 0.0720
276 "αγαπησιάρικο" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 4.55 12 0.1441
277 "αγαπήσουμε" 15 15 0.6476 1.2041 0.2723 1.2041 15 0 2 2.55 10 0.5403
278 "αγαπήσουν" 42 41 1.8134 1.6335 0.7444 1.6232 41 1 1 2.3 9 1.5129
279 "αγαπήσουνε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.6 10 0.0360
280 "Αγαπήστε" 19 17 0.8203 1.3010 0.3086 1.2553 8 11 0 1.8 8 0.6844
281 "αγαπήσω" 181 139 7.8148 2.2601 2.5236 2.1461 181 0 3 1.8 7 6.5199
282 "αγαπητά" 23 20 0.9930 1.3802 0.3631 1.3222 12 11 4 1.8 7 0.8285
283 "Αγαπητέ" 762 482 32.8998 2.8825 8.7509 2.6839 260 502 6 1.6 7 27.4484
284 "αγαπητές" 21 17 0.9067 1.3424 0.3086 1.2553 12 9 3 1.8 8 0.7565
285 "αγαπητή" 1089 568 47.0181 3.0374 10.3123 2.7551 725 364 3 1.8 7 39.2274
286 "αγαπητής" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 2.15 8 0.1441
287 "αγαπητικέ" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.5 9 0.0360
288 "αγαπητική" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.55 9 0.0360
289 "αγαπητικιά" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.15 10 0.0720
290 "Αγαπητικιές" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 3.4 11 0.0360
291 "αγαπητικό" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 2.45 9 0.1441
292 "αγαπητικοί" 4 2 0.1727 0.6990 0.0363 0.4771 4 0 1 2.6 10 0.1441
293 "αγαπητικός" 8 7 0.3454 0.9542 0.1271 0.9031 8 0 1 2.55 10 0.2882
294 "Αγαπητό" 144 117 6.2173 2.1614 2.1242 2.0719 71 73 3 1.65 7 5.1871
295 "Αγαπητοί" 195 148 8.4192 2.2923 2.6870 2.1732 53 142 3 1.95 8 7.0242
296 "αγαπητόν" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 4 2 8 0.1081
297 "αγαπητός" 98 92 4.2312 1.9956 1.6703 1.9685 94 4 5 1.65 8 3.5301
298 "αγαπητού" 10 8 0.4318 1.0414 0.1452 0.9542 10 0 3 2 8 0.3602
299 "αγαπητούς" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 2.35 9 0.1441
300 "αγαπητών" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2 8 0.0720
301 "αγαπιέμαι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.75 9 0.0360
302 "αγαπιέσαι" 16 8 0.6908 1.2304 0.1452 0.9542 16 0 2 2.7 9 0.5763
303 "αγαπιέστε" 22 21 0.9499 1.3617 0.3813 1.3424 16 6 0 2.8 9 0.7925
304 "αγαπιέται" 5 4 0.2159 0.7782 0.0726 0.6990 4 1 2 2.65 9 0.1801
305 "αγαπιόμασταν" 22 21 0.9499 1.3617 0.3813 1.3424 16 6 1 3.25 12 0.7925
306 "αγαπιόμαστε" 99 86 4.2744 2.0000 1.5614 1.9395 69 30 1 2.9 11 3.5661
307 "αγαπιόντουσαν" 11 9 0.4749 1.0792 0.1634 1.0000 7 4 0 3.65 13 0.3962
308 "αγαπιόσασταν" 4 4 0.1727 0.6990 0.0726 0.6990 3 1 1 3.55 12 0.1441
309 "Αγαπιόσαστε" 10 8 0.4318 1.0414 0.1452 0.9542 3 7 1 3.45 11 0.3602
310 "αγαπιόταν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.85 9 0.0720
311 "αγαπιούνται" 91 73 3.9290 1.9638 1.3253 1.8692 87 4 1 2.85 11 3.2780
312 "αγαπιούνταν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.35 11 0.0360
313 "αγαπούλα" 169 83 7.2967 2.2304 1.5069 1.9243 116 53 1 2.3 8 6.0876
314 "αγαπούλας" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.4 9 0.0720
315 "αγαπούλες" 16 13 0.6908 1.2304 0.2360 1.1461 13 3 2 2.4 9 0.5763
316 "αγαπούμε" 34 28 1.4680 1.5441 0.5084 1.4624 31 3 1 1.95 8 1.2247
317 "αγαπούν" 348 280 15.0251 2.5428 5.0835 2.4487 326 22 0 2 7 12.5355
318 "αγαπούσα" 776 575 33.5042 2.8904 10.4394 2.7604 683 93 2 2 8 27.9527
319 "αγαπούσαμε" 42 40 1.8134 1.6335 0.7262 1.6128 41 1 2 2.5 10 1.5129
320 "αγαπούσαν" 94 84 4.0585 1.9777 1.5251 1.9294 88 6 0 2.25 9 3.3860
321 "αγαπούσανε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.55 10 0.0360
322 "αγαπούσατε" 42 37 1.8134 1.6335 0.6718 1.5798 33 9 2 2.5 10 1.5129
323 "αγαπούσε" 731 529 31.5613 2.8645 9.6042 2.7243 668 63 2 2 8 26.3317
324 "αγαπούσες" 307 265 13.2549 2.4886 4.8112 2.4249 295 12 1 2.3 9 11.0586
325 "αγαπώ" 6748 2373 291.3485 3.8292 43.0828 3.3755 6241 507 3 1.75 5 243.0731
326 "αγαπών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.8 6 0.0360
327 "αγαπώντας" 7 7 0.3022 0.9031 0.1271 0.9031 7 0 0 2.85 9 0.2522
328 "άγαρμπα" 6 6 0.2591 0.8451 0.1089 0.8451 5 1 3 2.2 7 0.2161
329 "άγαρμπε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 2.5 7 0.0360
330 "άγαρμπες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.3 8 0.0360
331 "άγαρμπη" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 3 2.4 7 0.1801
332 "άγαρμπο" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 2.35 7 0.0720
333 "άγαρμποι" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 1 2.5 8 0.1081
334 "άγαρμπος" 14 14 0.6045 1.1761 0.2542 1.1761 14 0 2 2.4 8 0.5043
335 "άγαρμπους" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.7 9 0.0360
336 "Αγάς" 6 2 0.2591 0.8451 0.0363 0.4771 0 6 3 1.7 4 0.2161
337 "αγγαρεία" 39 33 1.6838 1.6021 0.5991 1.5315 36 3 0 2.65 8 1.4048
338 "αγγαρείας" 7 6 0.3022 0.9031 0.1089 0.8451 7 0 1 2.75 9 0.2522
339 "αγγαρείες" 23 21 0.9930 1.3802 0.3813 1.3424 22 1 1 2.75 9 0.8285
340 "αγγαρειών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.75 9 0.0360
341 "αγγαρέψει" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.9 9 0.0360
342 "αγγαρέψω" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.85 8 0.0360
343 "αγγεία" 36 31 1.5543 1.5682 0.5628 1.5051 36 0 5 1.7 6 1.2968
344 "αγγειακά" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 2.35 8 0.0720
345 "αγγειακές" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.55 9 0.0360
346 "αγγειακή" 6 6 0.2591 0.8451 0.1089 0.8451 4 2 2 2.4 8 0.2161
347 "αγγειακής" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.5 9 0.0360
348 "αγγειακό" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 2 2.3 8 0.1801
349 "Αγγειακός" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 2 2.5 9 0.0360
350 "αγγειεκτομή" 23 8 0.9930 1.3802 0.1452 0.9542 21 2 0 4.8 11 0.8285
351 "αγγειίτιδα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 4.3 10 0.0720
352 "αγγείο" 20 17 0.8635 1.3222 0.3086 1.2553 20 0 3 1.8 6 0.7204
353 "αγγειογραφία" 9 2 0.3886 1.0000 0.0363 0.4771 9 0 0 3.9 12 0.3242
354 "αγγειογραφίας" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.15 13 0.0360
355 "αγγειοδιασταλτικό" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 7.25 17 0.0360
356 "αγγειολόγος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.8 11 0.0360
357 "αγγειοπλάστης" 8 5 0.3454 0.9542 0.0908 0.7782 8 0 0 5.05 13 0.2882
358 "αγγειοπλαστική" 8 7 0.3454 0.9542 0.1271 0.9031 8 0 0 5.15 14 0.2882
359 "αγγειοπλαστικής" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 5.4 15 0.0720
360 "αγγειοσυσταλτικού" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 7.55 17 0.0360
361 "αγγείου" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 1.85 7 0.1081
362 "αγγειοχειρουργό" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 5.45 15 0.0720
363 "αγγειοχειρουργού" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 5.65 16 0.0360
364 "αγγείων" 7 6 0.3022 0.9031 0.1089 0.8451 7 0 1 1.9 7 0.2522
365 "Αγγέλα" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 3 1.75 6 0.0360
366 "αγγελάκι" 5 5 0.2159 0.7782 0.0908 0.7782 4 1 0 2.4 8 0.1801
367 "αγγελάκια" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.7 9 0.0720
368 "άγγελε" 81 48 3.4972 1.9138 0.8715 1.6902 49 32 2 1.9 6 2.9177
369 "αγγελία" 197 115 8.5056 2.2967 2.0879 2.0645 194 3 1 1.7 7 7.0962
370 "αγγελίας" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 1.85 8 0.1441
371 "αγγελιαφόρε" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 2 3 11 0.1081
372 "αγγελιαφόρο" 22 21 0.9499 1.3617 0.3813 1.3424 22 0 2 2.6 11 0.7925
373 "αγγελιαφόροι" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 3 2.95 12 0.2161
374 "αγγελιαφόρος" 44 32 1.8997 1.6532 0.5810 1.5185 36 8 3 2.7 12 1.5849
375 "Αγγελιαφόρου" 2 1 0.0864 0.4771 0.0182 0.3010 0 2 3 2.95 12 0.0720
376 "αγγελιαφόρους" 8 7 0.3454 0.9542 0.1271 0.9031 8 0 1 3.25 13 0.2882
377 "αγγελιαφόρων" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.55 12 0.0720
378 "αγγελίες" 62 47 2.6769 1.7993 0.8533 1.6812 59 3 1 1.9 8 2.2333
379 "αγγελικά" 6 5 0.2591 0.8451 0.0908 0.7782 6 0 2 1.8 8 0.2161
380 "αγγελικές" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 2.1 9 0.1441
381 "αγγελική" 18 13 0.7772 1.2788 0.2360 1.1461 14 4 2 1.95 8 0.6484
382 "αγγελικής" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 2.1 9 0.0720
383 "αγγελικό" 22 21 0.9499 1.3617 0.3813 1.3424 21 1 2 1.75 8 0.7925
384 "αγγελικοί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.2 9 0.0360
385 "αγγελικός" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 3 1.8 9 0.1081
386 "αγγελικούς" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.4 10 0.0360
387 "αγγελιοφόρε" 3 2 0.1295 0.6021 0.0363 0.4771 2 1 2 3.2 11 0.1081
388 "αγγελιοφόρο" 57 49 2.4610 1.7634 0.8896 1.6990 56 1 2 2.65 11 2.0532
389 "αγγελιοφόροι" 11 11 0.4749 1.0792 0.1997 1.0792 9 2 3 2.9 12 0.3962
390 "αγγελιοφόρος" 127 90 5.4833 2.1072 1.6340 1.9590 111 16 3 2.6 12 4.5747
391 "αγγελιοφόρου" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 3 2.95 12 0.1441
392 "αγγελιοφόρους" 21 19 0.9067 1.3424 0.3450 1.3010 19 2 1 3.15 13 0.7565
393 "αγγελιών" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.15 8 0.1081
394 "άγγελμα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2 7 0.0360
395 "άγγελο" 182 115 7.8579 2.2625 2.0879 2.0645 151 31 3 1.55 6 6.5559
396 "άγγελοι" 242 144 10.4485 2.3856 2.6144 2.1614 185 57 4 1.7 7 8.7172
397 "άγγελον" 7 3 0.3022 0.9031 0.0545 0.6021 7 0 5 1.7 7 0.2522
398 "Αγγελόπουλος" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 4.35 12 0.0360
399 "άγγελος" 577 333 24.9123 2.7619 6.0458 2.5237 469 108 4 1.6 7 20.7844
400 "αγγέλου" 55 43 2.3747 1.7482 0.7807 1.6435 42 13 4 1.5 7 1.9812
401 "άγγελου" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 4 1.5 7 0.0720
402 "αγγελουδάκια" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4 12 0.0360
403 "αγγελούδι" 68 58 2.9359 1.8388 1.0530 1.7709 63 5 0 2.7 9 2.4495
404 "αγγελούδια" 17 15 0.7340 1.2553 0.2723 1.2041 12 5 0 3.2 10 0.6124
405 "αγγελουδιών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.8 11 0.0360
406 "αγγέλους" 147 95 6.3468 2.1703 1.7248 1.9823 132 15 0 1.8 8 5.2952
407 "άγγελους" 6 6 0.2591 0.8451 0.1089 0.8451 4 2 0 1.8 8 0.2161
408 "αγγέλων" 90 69 3.8858 1.9590 1.2527 1.8451 74 16 2 2.05 7 3.2419
409 "άγγιγμα" 149 118 6.4332 2.1761 2.1423 2.0755 145 3 0 2.7 7 5.3672
410 "αγγίγματα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.85 9 0.0720
411 "αγγίγματος" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.95 10 0.1081
412 "άγγιζα" 42 40 1.8134 1.6335 0.7262 1.6128 42 0 3 1.8 6 1.5129
413 "αγγίζαμε" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 2 2.25 8 0.1081
414 "άγγιζαν" 11 11 0.4749 1.0792 0.1997 1.0792 11 0 2 1.85 7 0.3962
415 "αγγίζατε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 3 2.15 8 0.1081
416 "άγγιζε" 32 31 1.3816 1.5185 0.5628 1.5051 31 1 3 1.75 6 1.1527
417 "αγγίζει" 236 213 10.1894 2.3747 3.8671 2.3304 224 12 2 1.8 7 8.5011
418 "αγγίζεις" 822 652 35.4903 2.9154 11.8373 2.8149 807 15 1 2 8 29.6097
419 "άγγιζες" 12 11 0.5181 1.1139 0.1997 1.0792 11 1 2 1.8 7 0.4323
420 "αγγίζεσαι" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 1 2.6 9 0.0720
421 "αγγίζεστε" 6 4 0.2591 0.8451 0.0726 0.6990 6 0 0 2.65 9 0.2161
422 "αγγίζεται" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.45 9 0.1081
423 "αγγίζετε" 142 125 6.1309 2.1553 2.2694 2.1004 141 1 2 1.95 8 5.1151
424 "αγγίζομαι" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 2.75 9 0.0720
425 "αγγιζόμαστε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.95 11 0.0720
426 "αγγίζονται" 7 7 0.3022 0.9031 0.1271 0.9031 4 3 2 2.65 10 0.2522
427 "αγγίζονταν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.75 10 0.0360
428 "αγγίζοντας" 10 10 0.4318 1.0414 0.1816 1.0414 9 1 2 2.5 10 0.3602
429 "Αγγιζόντουσαν" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 3.8 13 0.0360
430 "αγγίζουμε" 38 34 1.6407 1.5911 0.6173 1.5441 34 4 1 2.45 9 1.3688
431 "αγγίζουν" 101 84 4.3607 2.0086 1.5251 1.9294 100 1 1 2.2 8 3.6382
432 "αγγίζω" 161 142 6.9513 2.2095 2.5781 2.1553 149 12 3 2.1 6 5.7995
433 "άγγιξα" 177 159 7.6421 2.2504 2.8867 2.2041 167 10 3 1.75 6 6.3758
434 "αγγίξαμε" 17 16 0.7340 1.2553 0.2905 1.2304 17 0 3 2.25 8 0.6124
435 "αγγίξαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 1.95 7 0.0360
436 "άγγιξαν" 37 37 1.5975 1.5798 0.6718 1.5798 37 0 1 1.95 7 1.3328
437 "Αγγίξανε" 3 2 0.1295 0.6021 0.0363 0.4771 1 2 2 2.2 8 0.1081
438 "αγγίξατε" 15 14 0.6476 1.2041 0.2542 1.1761 13 2 4 2.15 8 0.5403
439 "άγγιξε" 269 217 11.6142 2.4314 3.9397 2.3385 228 41 3 1.7 6 9.6898
440 "αγγίξει" 354 312 15.2841 2.5502 5.6645 2.4955 354 0 2 2.05 7 12.7516
441 "αγγίξεις" 488 415 21.0697 2.6893 7.5345 2.6191 488 0 1 2.4 8 17.5785
442 "άγγιξες" 105 86 4.5334 2.0253 1.5614 1.9395 96 9 2 1.8 7 3.7823
443 "αγγίξετε" 89 78 3.8426 1.9542 1.4161 1.8976 89 0 2 2.25 8 3.2059
444 "αγγίξουμε" 40 40 1.7270 1.6128 0.7262 1.6128 40 0 1 2.7 9 1.4409
445 "αγγίξουν" 69 66 2.9791 1.8451 1.1983 1.8261 69 0 1 2.65 8 2.4855
446 "αγγίξτε" 26 16 1.1226 1.4314 0.2905 1.2304 13 13 0 2 7 0.9366
447 "αγγίξω" 277 235 11.9596 2.4440 4.2665 2.3729 277 0 3 2.3 6 9.9780
448 "αγγιχθούμε" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 3.25 10 0.0720
449 "αγγιχτεί" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.75 8 0.0720
450 "αγγιχτήκαμε" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 0 3.45 11 0.0720
451 "αγγίχτηκαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.15 10 0.0360
452 "αγγίχτηκε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.85 9 0.0360
453 "άγγιχτο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.7 7 0.0360
454 "αγγιχτούν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.8 9 0.0360
455 "Άγγλε" 7 6 0.3022 0.9031 0.1089 0.8451 1 6 1 1.9 5 0.2522
456 "Αγγλία" 878 437 37.9081 2.9440 7.9339 2.6415 11 867 1 1.7 6 31.6269
457 "Αγγλίας" 234 145 10.1031 2.3711 2.6325 2.1644 0 234 0 1.85 7 8.4290
458 "Αγγλίδα" 70 48 3.0223 1.8513 0.8715 1.6902 15 55 1 2 7 2.5215
459 "Αγγλίδας" 3 3 0.1295 0.6021 0.0545 0.6021 0 3 1 2.3 8 0.1081
460 "Αγγλίδες" 13 13 0.5613 1.1461 0.2360 1.1461 1 12 2 2.3 8 0.4683
461 "αγγλιδούλα" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 0 3.75 10 0.0720
462 "αγγλικά" 1147 654 49.5223 3.0599 11.8736 2.8162 585 562 3 1.75 7 41.3167
463 "Αγγλικανικής" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 3.75 12 0.0360
464 "Αγγλικανός" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.95 10 0.0360
465 "αγγλικές" 19 17 0.8203 1.3010 0.3086 1.2553 10 9 3 1.8 8 0.6844
466 "αγγλική" 107 92 4.6198 2.0334 1.6703 1.9685 58 49 2 1.8 7 3.8543
467 "Αγγλικής" 30 30 1.2953 1.4914 0.5447 1.4914 11 19 2 1.9 8 1.0806
468 "Αγγλικό" 96 78 4.1449 1.9868 1.4161 1.8976 44 52 2 1.7 7 3.4581
469 "Αγγλικοί" 3 3 0.1295 0.6021 0.0545 0.6021 1 2 2 2 8 0.1081
470 "Αγγλικός" 9 7 0.3886 1.0000 0.1271 0.9031 2 7 4 1.65 8 0.3242
471 "Αγγλικού" 12 11 0.5181 1.1139 0.1997 1.0792 5 7 2 1.85 8 0.4323
472 "αγγλικούς" 9 6 0.3886 1.0000 0.1089 0.8451 6 3 0 2.25 9 0.3242
473 "Αγγλικών" 35 31 1.5111 1.5563 0.5628 1.5051 15 20 0 2.3 8 1.2608
474 "Άγγλο" 51 41 2.2020 1.7160 0.7444 1.6232 11 40 1 1.75 5 1.8371
475 "Αγγλοαμερικανική" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 4.75 16 0.0360
476 "Αγγλοαμερικανικού" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 5.3 17 0.0360
477 "Άγγλοι" 162 72 6.9944 2.2122 1.3072 1.8633 9 153 2 1.8 6 5.8355
478 "αγγλομαθής" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.95 10 0.0360
479 "Αγγλονορμανδικοί" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 7.55 16 0.0360
480 "Άγγλος" 119 85 5.1379 2.0792 1.5432 1.9345 22 97 2 1.75 6 4.2866
481 "αγγλοσάξονας" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.9 12 0.0360
482 "αγγλοσάξονες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.9 12 0.0360
483 "αγγλοσαξονική" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 4.85 13 0.0360
484 "αγγλοσαξωνικά" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 5.1 13 0.0360
485 "Αγγλοσαξωνική" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 3 4.95 13 0.0720
486 "Αγγλοσαξωνικό" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 2 5.05 13 0.0360
487 "Άγγλου" 8 6 0.3454 0.9542 0.1089 0.8451 3 5 2 1.7 6 0.2882
488 "Άγγλους" 86 48 3.7131 1.9395 0.8715 1.6902 6 80 0 1.8 7 3.0978
489 "Αγγλόφιλος" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 3.65 10 0.0360
490 "αγγλόφωνη" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 1 3.5 9 0.1081
491 "αγγλόφωνο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.2 9 0.0360
492 "αγγλόφωνοι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.45 10 0.0360
493 "αγγλόφωνος" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.3 10 0.0720
494 "αγγλόφωνους" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.8 11 0.0360
495 "Άγγλων" 29 23 1.2521 1.4771 0.4176 1.3802 3 26 0 1.95 6 1.0446
496 "αγγουράκι" 8 6 0.3454 0.9542 0.1089 0.8451 7 1 0 2.7 9 0.2882
497 "αγγουράκια" 9 6 0.3886 1.0000 0.1089 0.8451 8 1 0 2.75 10 0.3242
498 "αγγούρι" 37 30 1.5975 1.5798 0.5447 1.4914 36 1 0 2.45 7 1.3328
499 "αγγούρια" 18 13 0.7772 1.2788 0.2360 1.1461 15 3 0 2.4 8 0.6484
500 "αγγουριού" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.75 9 0.0720
501 "αγγουριών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.8 9 0.0360
502 "αγγουροσαλάτα" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 5.65 13 0.1081
503 "αγελάδα" 386 215 16.6658 2.5877 3.9034 2.3345 343 43 0 2.2 7 13.9043
504 "αγελαδάρη" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 3 9 0.0720
505 "αγελαδάρηδες" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 4.1 12 0.0720
506 "αγελαδάρης" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.1 10 0.0360
507 "αγελαδάρισσα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.55 12 0.0360
508 "αγελάδας" 60 34 2.5905 1.7853 0.6173 1.5441 43 17 1 2.35 8 2.1613
509 "αγελάδες" 341 161 14.7229 2.5340 2.9230 2.2095 309 32 1 2.2 8 12.2833
510 "αγελαδινές" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.15 10 0.0360
511 "αγελαδινό" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 0 3.2 9 0.2161
512 "αγελαδίσιο" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.55 10 0.0720
513 "αγελαδίτσα" 10 4 0.4318 1.0414 0.0726 0.6990 7 3 0 3.4 10 0.3602
